Community Area,Primary Type,Year,Number of Reported Crimes
61,CRIMINAL TRESPASS,2011,1439931196
61,CRIMINAL TRESPASS,2012,1032945767
61,CRIMINAL TRESPASS,2013,1129217914
61,CRIMINAL TRESPASS,2014,1008118373
61,CRIMINAL TRESPASS,2015,769036259
61,CRIMINAL TRESPASS,2016,856400735
61,CRIMINAL TRESPASS,2017,1043768813
61,CRIMINAL TRESPASS,2018,360201074
61,DECEPTIVE PRACTICE,2001,27062945
61,DECEPTIVE PRACTICE,2002,321605685
61,DECEPTIVE PRACTICE,2003,564551735
61,DECEPTIVE PRACTICE,2004,613704379
61,DECEPTIVE PRACTICE,2005,760028661
61,DECEPTIVE PRACTICE,2006,859372598
61,DECEPTIVE PRACTICE,2007,1126800911
61,DECEPTIVE PRACTICE,2008,1124866237
61,DECEPTIVE PRACTICE,2009,1091689580
61,DECEPTIVE PRACTICE,2010,1147261934
61,DECEPTIVE PRACTICE,2011,1293866141
61,DECEPTIVE PRACTICE,2012,1375244073
61,DECEPTIVE PRACTICE,2013,1396815501
61,DECEPTIVE PRACTICE,2014,1838527931
61,DECEPTIVE PRACTICE,2015,1915559782
61,DECEPTIVE PRACTICE,2016,2041014210
61,DECEPTIVE PRACTICE,2017,1928475577
61,DECEPTIVE PRACTICE,2018,732222985
61,GAMBLING,2002,43331840
61,GAMBLING,2003,104920464
61,GAMBLING,2004,80486003
61,GAMBLING,2005,146398465
61,GAMBLING,2006,323808342
61,GAMBLING,2007,282875829
61,GAMBLING,2008,211918157
61,GAMBLING,2009,170089018
61,GAMBLING,2010,191109149
61,GAMBLING,2011,334855039
61,GAMBLING,2012,94684335
61,GAMBLING,2013,55247145
61,GAMBLING,2014,77599856
61,GAMBLING,2015,60592064
61,GAMBLING,2016,31635311
61,HOMICIDE,2001,6283
61,HOMICIDE,2002,23275
61,HOMICIDE,2003,69775
61,HOMICIDE,2004,36407
61,HOMICIDE,2005,4415855
61,HOMICIDE,2006,62477
61,HOMICIDE,2007,75064
61,HOMICIDE,2008,69002
61,HOMICIDE,2009,125597
61,HOMICIDE,2010,215028
61,HOMICIDE,2011,259989
61,HOMICIDE,2012,491919
61,HOMICIDE,2013,272653
61,HOMICIDE,2014,322424
61,HOMICIDE,2015,374208
61,HOMICIDE,2016,951684
61,HOMICIDE,2017,421522
61,HOMICIDE,2018,167144
61,INTERFERENCE WITH PUBLIC OFFICER,2002,8929945
61,INTERFERENCE WITH PUBLIC OFFICER,2003,22732192
61,INTERFERENCE WITH PUBLIC OFFICER,2004,44030307
61,INTERFERENCE WITH PUBLIC OFFICER,2005,16500742
61,INTERFERENCE WITH PUBLIC OFFICER,2006,91770462
61,INTERFERENCE WITH PUBLIC OFFICER,2007,116331741
61,INTERFERENCE WITH PUBLIC OFFICER,2008,88219223
61,INTERFERENCE WITH PUBLIC OFFICER,2009,133457106
61,INTERFERENCE WITH PUBLIC OFFICER,2010,233470621
61,INTERFERENCE WITH PUBLIC OFFICER,2011,474338224
61,INTERFERENCE WITH PUBLIC OFFICER,2012,381317885
61,INTERFERENCE WITH PUBLIC OFFICER,2013,302954684
61,INTERFERENCE WITH PUBLIC OFFICER,2014,357024926
61,INTERFERENCE WITH PUBLIC OFFICER,2015,324077060
61,INTERFERENCE WITH PUBLIC OFFICER,2016,328964777
61,INTERFERENCE WITH PUBLIC OFFICER,2017,459923344
61,INTERFERENCE WITH PUBLIC OFFICER,2018,123922033
61,INTIMIDATION,2002,16387541
61,INTIMIDATION,2003,27424574
61,INTIMIDATION,2004,20936763
61,INTIMIDATION,2005,11814554
61,INTIMIDATION,2006,28856557
61,INTIMIDATION,2007,34503953
61,INTIMIDATION,2008,19475302
61,INTIMIDATION,2009,42559122
61,INTIMIDATION,2010,15262350
61,INTIMIDATION,2011,32555112
61,INTIMIDATION,2012,26214321
61,INTIMIDATION,2013,37931542
61,INTIMIDATION,2015,70705384
61,INTIMIDATION,2016,85356717
61,INTIMIDATION,2017,43893017
61,KIDNAPPING,2002,9096562
61,KIDNAPPING,2003,34653030
61,KIDNAPPING,2004,55086792
61,KIDNAPPING,2005,20972625
61,KIDNAPPING,2006,52970472
61,KIDNAPPING,2007,28314225
61,KIDNAPPING,2008,38469749
61,KIDNAPPING,2009,41895625
61,KIDNAPPING,2010,37433995
61,KIDNAPPING,2011,49133458
61,KIDNAPPING,2012,26213924
61,KIDNAPPING,2013,54624055
61,KIDNAPPING,2014,38469854
61,KIDNAPPING,2015,40666053
61,KIDNAPPING,2016,31494627
61,KIDNAPPING,2017,22312561
61,LIQUOR LAW VIOLATION,2002,88759715
61,LIQUOR LAW VIOLATION,2003,109423931
61,LIQUOR LAW VIOLATION,2004,33810894
61,LIQUOR LAW VIOLATION,2005,78465965
61,LIQUOR LAW VIOLATION,2006,89428990
61,LIQUOR LAW VIOLATION,2007,224479254
61,LIQUOR LAW VIOLATION,2008,118879430
61,LIQUOR LAW VIOLATION,2009,113689462
61,LIQUOR LAW VIOLATION,2010,190761623
61,LIQUOR LAW VIOLATION,2011,90937335
61,LIQUOR LAW VIOLATION,2012,216376360
61,LIQUOR LAW VIOLATION,2013,138338307
61,LIQUOR LAW VIOLATION,2014,67829920
61,LIQUOR LAW VIOLATION,2015,91418585
61,LIQUOR LAW VIOLATION,2016,42143565
61,LIQUOR LAW VIOLATION,2017,55130307
61,LIQUOR LAW VIOLATION,2018,11292112
61,MOTOR VEHICLE THEFT,2001,21586873
61,MOTOR VEHICLE THEFT,2002,867588814
61,MOTOR VEHICLE THEFT,2003,1231998850
61,MOTOR VEHICLE THEFT,2004,1534186619
61,MOTOR VEHICLE THEFT,2005,1939653789
61,MOTOR VEHICLE THEFT,2006,2188266610
61,MOTOR VEHICLE THEFT,2007,1840340566
61,MOTOR VEHICLE THEFT,2008,2536038218
61,MOTOR VEHICLE THEFT,2009,2278742594
61,MOTOR VEHICLE THEFT,2010,3928202187
61,MOTOR VEHICLE THEFT,2011,3737207961
61,MOTOR VEHICLE THEFT,2012,2634301874
61,MOTOR VEHICLE THEFT,2013,1691936596
61,MOTOR VEHICLE THEFT,2014,1886492709
61,MOTOR VEHICLE THEFT,2015,1624705506
61,MOTOR VEHICLE THEFT,2016,2035387053
61,MOTOR VEHICLE THEFT,2017,2224546940
61,MOTOR VEHICLE THEFT,2018,551504209
61,NARCOTICS,2002,2016197541
61,NARCOTICS,2003,4350649826
61,NARCOTICS,2004,4854804857
61,NARCOTICS,2005,5560696878
61,NARCOTICS,2006,7873441608
61,NARCOTICS,2007,8238320439
61,NARCOTICS,2008,7766628426
61,NARCOTICS,2009,8264786568
61,NARCOTICS,2010,9339426151
61,NARCOTICS,2011,10297049399
61,NARCOTICS,2012,8791477372
61,NARCOTICS,2013,7532895876
61,NARCOTICS,2014,5255155482
61,NARCOTICS,2015,5963483732
61,NARCOTICS,2016,3334110223
61,NARCOTICS,2017,2565176870
61,NARCOTICS,2018,810509435
61,NON-CRIMINAL,2016,10735734
61,NON-CRIMINAL,2017,21957490
61,NON-CRIMINAL (SUBJECT SPECIFIED),2012,8920098
61,OBSCENITY,2007,5527499
61,OBSCENITY,2009,14406112
61,OBSCENITY,2012,8878755
61,OBSCENITY,2014,9710716
61,OBSCENITY,2016,10554039
61,OBSCENITY,2017,32941841
61,OBSCENITY,2018,11224334
61,OFFENSE INVOLVING CHILDREN,2001,26344680
61,OFFENSE INVOLVING CHILDREN,2002,165962333
61,OFFENSE INVOLVING CHILDREN,2003,239627995
61,OFFENSE INVOLVING CHILDREN,2004,220573331
61,OFFENSE INVOLVING CHILDREN,2005,349484645
61,OFFENSE INVOLVING CHILDREN,2006,386705159
61,OFFENSE INVOLVING CHILDREN,2007,495677502
61,OFFENSE INVOLVING CHILDREN,2008,371755207
61,OFFENSE INVOLVING CHILDREN,2009,487860531
61,OFFENSE INVOLVING CHILDREN,2010,590063239
61,OFFENSE INVOLVING CHILDREN,2011,538326819
61,OFFENSE INVOLVING CHILDREN,2012,439523265
61,OFFENSE INVOLVING CHILDREN,2013,479467861
61,OFFENSE INVOLVING CHILDREN,2014,479020453
61,OFFENSE INVOLVING CHILDREN,2015,377288219
61,OFFENSE INVOLVING CHILDREN,2016,560817097
61,OFFENSE INVOLVING CHILDREN,2017,606924961
61,OFFENSE INVOLVING CHILDREN,2018,315579284
61,OTHER NARCOTIC VIOLATION,2016,10398336
61,OTHER OFFENSE,2001,8542288
61,OTHER OFFENSE,2002,820505636
61,OTHER OFFENSE,2003,1719834222
61,OTHER OFFENSE,2004,1790000641
61,OTHER OFFENSE,2005,2050109372
61,OTHER OFFENSE,2006,2399490964
61,OTHER OFFENSE,2007,2298949240
61,OTHER OFFENSE,2008,3212846892
61,OTHER OFFENSE,2009,2948687416
61,OTHER OFFENSE,2010,3228807473
61,OTHER OFFENSE,2011,3088494232
61,OTHER OFFENSE,2012,2587337877
61,OTHER OFFENSE,2013,3051987687
61,OTHER OFFENSE,2014,2728399494
61,OTHER OFFENSE,2015,3926709281
61,OTHER OFFENSE,2016,3823895115
61,OTHER OFFENSE,2017,3989950763
61,OTHER OFFENSE,2018,1339960908
61,PROSTITUTION,2002,380815246
61,PROSTITUTION,2003,817480523
61,PROSTITUTION,2004,830194131
61,PROSTITUTION,2005,746852013
61,PROSTITUTION,2006,1707673174
61,PROSTITUTION,2007,2252332454
61,PROSTITUTION,2008,1401402791
61,PROSTITUTION,2009,742609886
61,PROSTITUTION,2010,401170524
61,PROSTITUTION,2011,950840035
61,PROSTITUTION,2012,375053766
61,PROSTITUTION,2013,208525612
61,PROSTITUTION,2014,9764680
61,PROSTITUTION,2015,335482664
61,PROSTITUTION,2016,21170504
61,PROSTITUTION,2017,22039909
61,PUBLIC INDECENCY,2003,3162769
61,PUBLIC INDECENCY,2009,7054435
61,PUBLIC INDECENCY,2012,8878884
61,PUBLIC INDECENCY,2015,10046265
61,PUBLIC INDECENCY,2017,11095210
61,PUBLIC PEACE VIOLATION,2002,122979123
61,PUBLIC PEACE VIOLATION,2003,233179200
61,PUBLIC PEACE VIOLATION,2004,270859002
61,PUBLIC PEACE VIOLATION,2005,463652630
61,PUBLIC PEACE VIOLATION,2006,613085281
61,PUBLIC PEACE VIOLATION,2007,819498309
61,PUBLIC PEACE VIOLATION,2008,845440111
61,PUBLIC PEACE VIOLATION,2009,778315706
61,PUBLIC PEACE VIOLATION,2010,691651169
61,PUBLIC PEACE VIOLATION,2011,634219059
61,PUBLIC PEACE VIOLATION,2012,791467757
61,PUBLIC PEACE VIOLATION,2013,1101693583
61,PUBLIC PEACE VIOLATION,2014,674518407
61,PUBLIC PEACE VIOLATION,2015,456682372
61,PUBLIC PEACE VIOLATION,2016,306506217
61,PUBLIC PEACE VIOLATION,2017,308551652
61,PUBLIC PEACE VIOLATION,2018,135221617
61,ROBBERY,2002,821673161
61,ROBBERY,2003,1064091197
61,ROBBERY,2004,1159237776
61,ROBBERY,2005,1309109423
61,ROBBERY,2006,1764440374
61,ROBBERY,2007,1554879104
61,ROBBERY,2008,1987624323
61,ROBBERY,2009,1795553309
61,ROBBERY,2010,1584888085
61,ROBBERY,2011,1847578347
61,ROBBERY,2012,1908052149
61,ROBBERY,2013,1632600439
61,ROBBERY,2014,2054782122
61,ROBBERY,2015,1849732554
61,ROBBERY,2016,2760925719
61,ROBBERY,2017,2321865799
61,ROBBERY,2018,618829359
61,SEX OFFENSE,2001,15765309
61,SEX OFFENSE,2002,74707792
61,SEX OFFENSE,2003,166926881
61,SEX OFFENSE,2004,146870883
61,SEX OFFENSE,2005,179926288
61,SEX OFFENSE,2006,211844377
61,SEX OFFENSE,2007,241843519
61,SEX OFFENSE,2008,282954514
61,SEX OFFENSE,2009,395829751
61,SEX OFFENSE,2010,147204418
61,SEX OFFENSE,2011,222626606
61,SEX OFFENSE,2012,176589196
61,SEX OFFENSE,2013,205679777
61,SEX OFFENSE,2014,156073240
61,SEX OFFENSE,2015,174671845
61,SEX OFFENSE,2016,278243327
61,SEX OFFENSE,2017,198834306
61,SEX OFFENSE,2018,90134491
61,STALKING,2002,4728523
61,STALKING,2003,5666951
61,STALKING,2004,13858038
61,STALKING,2005,12092095
61,STALKING,2006,4630215
61,STALKING,2007,5649344
61,STALKING,2008,12172321
61,STALKING,2009,14110223
61,STALKING,2010,22691722
61,STALKING,2011,8200548
61,STALKING,2014,9605254
61,STALKING,2015,30612434
61,STALKING,2016,21425324
61,STALKING,2017,121297863
61,THEFT,2001,75505314
61,THEFT,2002,2820528694
61,THEFT,2003,4790415715
61,THEFT,2004,6240189629
61,THEFT,2005,6227183739
61,THEFT,2006,7351878368
61,THEFT,2007,8881201193
61,THEFT,2008,8953319024
61,THEFT,2009,8746286946
61,THEFT,2010,8656704723
61,THEFT,2011,9036849900
61,THEFT,2012,9939703133
61,THEFT,2013,11232075918
61,THEFT,2014,10136023071
61,THEFT,2015,8714868252
61,THEFT,2016,8071878109
61,THEFT,2017,9111301847
61,THEFT,2018,3040660231
61,WEAPONS VIOLATION,2002,268138758
61,WEAPONS VIOLATION,2003,438120426
61,WEAPONS VIOLATION,2004,658339389
61,WEAPONS VIOLATION,2005,590187321
61,WEAPONS VIOLATION,2006,720938990
61,WEAPONS VIOLATION,2007,690610781
61,WEAPONS VIOLATION,2008,989978967
61,WEAPONS VIOLATION,2009,1128188379
61,WEAPONS VIOLATION,2010,1195045150
61,WEAPONS VIOLATION,2011,1085523262
61,WEAPONS VIOLATION,2012,1435481612
61,WEAPONS VIOLATION,2013,1021584914
61,WEAPONS VIOLATION,2014,832316311
61,WEAPONS VIOLATION,2015,1085656288
61,WEAPONS VIOLATION,2016,1152402164
61,WEAPONS VIOLATION,2017,1543521885
61,WEAPONS VIOLATION,2018,450110340
62,ARSON,2002,16635163
62,ARSON,2003,28534512
62,ARSON,2004,10339040
62,ARSON,2005,16868184
62,ARSON,2006,19762814
62,ARSON,2007,39575796
62,ARSON,2008,25390437
62,ARSON,2010,15193556
62,ARSON,2011,8123125
62,ARSON,2012,35013811
62,ARSON,2013,8956782
62,ARSON,2015,61141913
62,ARSON,2016,42669122
62,ARSON,2017,21801088
62,ASSAULT,2002,143267257
62,ASSAULT,2003,268792740
62,ASSAULT,2004,322341423
62,ASSAULT,2005,287264809
62,ASSAULT,2006,465761007
62,ASSAULT,2007,574145463
62,ASSAULT,2008,556031715
62,ASSAULT,2009,434285572
62,ASSAULT,2010,553612860
62,ASSAULT,2011,545901443
62,ASSAULT,2012,564328997
62,ASSAULT,2013,567543918
62,ASSAULT,2014,456404426
62,ASSAULT,2015,570676042
62,ASSAULT,2016,517286832
62,ASSAULT,2017,571627273
62,ASSAULT,2018,326677090
62,BATTERY,2002,450224737
62,BATTERY,2003,628702811
62,BATTERY,2004,713884229
62,BATTERY,2005,896794395
62,BATTERY,2006,975803533
62,BATTERY,2007,1309618142
62,BATTERY,2008,1469609299
62,BATTERY,2009,1284709098
62,BATTERY,2010,1378680405
62,BATTERY,2011,1525078922
62,BATTERY,2012,1574196326
62,BATTERY,2013,1425222425
62,BATTERY,2014,1193447737
62,BATTERY,2015,1348814586
62,BATTERY,2016,1501420665
62,BATTERY,2017,1486153931
62,BATTERY,2018,472559989
62,BURGLARY,2002,352764879
62,BURGLARY,2003,532124010
62,BURGLARY,2004,530541409
62,BURGLARY,2005,502836343
62,BURGLARY,2006,546749324
62,BURGLARY,2007,834459578
62,BURGLARY,2008,1084285163
62,BURGLARY,2009,1104462016
62,BURGLARY,2010,1217347434
62,BURGLARY,2011,1460090713
62,BURGLARY,2012,1123528658
62,BURGLARY,2013,1153987678
62,BURGLARY,2014,965658211
62,BURGLARY,2015,805179664
62,BURGLARY,2016,1442406226
62,BURGLARY,2017,1032586763
62,BURGLARY,2018,371748405
62,CRIM SEXUAL ASSAULT,2001,7222329
62,CRIM SEXUAL ASSAULT,2002,18169706
62,CRIM SEXUAL ASSAULT,2003,21136920
62,CRIM SEXUAL ASSAULT,2004,20032626
62,CRIM SEXUAL ASSAULT,2005,22737844
62,CRIM SEXUAL ASSAULT,2006,42322773
62,CRIM SEXUAL ASSAULT,2007,21844149
62,CRIM SEXUAL ASSAULT,2008,6649058
62,CRIM SEXUAL ASSAULT,2009,42375687
62,CRIM SEXUAL ASSAULT,2010,45860539
62,CRIM SEXUAL ASSAULT,2011,43472870
62,CRIM SEXUAL ASSAULT,2012,26204157
62,CRIM SEXUAL ASSAULT,2013,18382053
62,CRIM SEXUAL ASSAULT,2014,29400382
62,CRIM SEXUAL ASSAULT,2015,51083287
62,CRIM SEXUAL ASSAULT,2016,10458464
62,CRIM SEXUAL ASSAULT,2017,77291162
62,CRIMINAL DAMAGE,2002,521630225
62,CRIMINAL DAMAGE,2003,817866412
62,CRIMINAL DAMAGE,2004,1028285838
62,CRIMINAL DAMAGE,2005,1485613582
62,CRIMINAL DAMAGE,2006,2126588265
62,CRIMINAL DAMAGE,2007,2206323165
62,CRIMINAL DAMAGE,2008,2405894870
62,CRIMINAL DAMAGE,2009,2581958550
62,CRIMINAL DAMAGE,2010,1675667192
62,CRIMINAL DAMAGE,2011,2051523038
62,CRIMINAL DAMAGE,2012,2163782876
62,CRIMINAL DAMAGE,2013,1835761760
62,CRIMINAL DAMAGE,2014,1598816869
62,CRIMINAL DAMAGE,2015,1553887751
62,CRIMINAL DAMAGE,2016,1807301514
62,CRIMINAL DAMAGE,2017,1826981747
62,CRIMINAL DAMAGE,2018,540518642
62,CRIMINAL TRESPASS,2002,56945352
62,CRIMINAL TRESPASS,2003,253669480
62,CRIMINAL TRESPASS,2004,105404429
62,CRIMINAL TRESPASS,2005,115077262
62,CRIMINAL TRESPASS,2006,102333386
62,CRIMINAL TRESPASS,2007,101338870
62,CRIMINAL TRESPASS,2008,191899796
62,CRIMINAL TRESPASS,2009,229565278
62,CRIMINAL TRESPASS,2010,181747385
62,CRIMINAL TRESPASS,2011,155520745
62,CRIMINAL TRESPASS,2012,208319752
62,CRIMINAL TRESPASS,2013,229162883
62,CRIMINAL TRESPASS,2014,202591913
62,CRIMINAL TRESPASS,2015,242871129
62,CRIMINAL TRESPASS,2016,329215461
62,CRIMINAL TRESPASS,2017,209608007
62,CRIMINAL TRESPASS,2018,112683666
62,DECEPTIVE PRACTICE,2002,66990802
62,DECEPTIVE PRACTICE,2003,135318693
62,DECEPTIVE PRACTICE,2004,241762099
62,DECEPTIVE PRACTICE,2005,260762310
62,DECEPTIVE PRACTICE,2006,369187227
62,DECEPTIVE PRACTICE,2007,308848807
62,DECEPTIVE PRACTICE,2008,556638301
62,DECEPTIVE PRACTICE,2009,459083527
62,DECEPTIVE PRACTICE,2010,446409145
62,DECEPTIVE PRACTICE,2011,375596537
62,DECEPTIVE PRACTICE,2012,480280662
62,DECEPTIVE PRACTICE,2013,491122747
62,DECEPTIVE PRACTICE,2014,788646761
62,DECEPTIVE PRACTICE,2015,742266267
62,DECEPTIVE PRACTICE,2016,784237283
62,DECEPTIVE PRACTICE,2017,782641736
62,DECEPTIVE PRACTICE,2018,202542071
62,GAMBLING,2002,2166009
62,GAMBLING,2003,3052307
62,GAMBLING,2004,3330880
62,GAMBLING,2009,14430484
62,GAMBLING,2010,7402048
62,GAMBLING,2011,8185703
62,GAMBLING,2015,10239114
62,HOMICIDE,2002,3834
62,HOMICIDE,2004,5328
62,HOMICIDE,2005,6461
62,HOMICIDE,2006,3572
62,HOMICIDE,2007,8484
62,HOMICIDE,2008,4448
62,HOMICIDE,2010,38779
62,HOMICIDE,2012,20604
62,HOMICIDE,2015,66771
62,HOMICIDE,2016,136355
62,HOMICIDE,2017,23102
62,HOMICIDE,2018,47691
62,INTERFERENCE WITH PUBLIC OFFICER,2002,2195656
62,INTERFERENCE WITH PUBLIC OFFICER,2003,5540301
62,INTERFERENCE WITH PUBLIC OFFICER,2004,3229765
62,INTERFERENCE WITH PUBLIC OFFICER,2006,18976523
62,INTERFERENCE WITH PUBLIC OFFICER,2008,32339256
62,INTERFERENCE WITH PUBLIC OFFICER,2009,13913515
62,INTERFERENCE WITH PUBLIC OFFICER,2011,8126367
62,INTERFERENCE WITH PUBLIC OFFICER,2012,34871037
62,INTERFERENCE WITH PUBLIC OFFICER,2013,18566367
62,INTERFERENCE WITH PUBLIC OFFICER,2014,29262683
62,INTERFERENCE WITH PUBLIC OFFICER,2015,30429182
62,INTERFERENCE WITH PUBLIC OFFICER,2016,10566397
62,INTERFERENCE WITH PUBLIC OFFICER,2018,11232909
62,INTIMIDATION,2006,5105673
62,INTIMIDATION,2007,5677270
62,INTIMIDATION,2013,9002943
62,INTIMIDATION,2016,10667978
62,INTIMIDATION,2017,10830696
62,KIDNAPPING,2002,4507849
62,KIDNAPPING,2003,5564108
62,KIDNAPPING,2004,14291594
62,KIDNAPPING,2005,20001489
62,KIDNAPPING,2006,9339635
62,KIDNAPPING,2007,5970277
62,KIDNAPPING,2008,25299070
62,KIDNAPPING,2009,14231575
62,KIDNAPPING,2010,23126307
62,KIDNAPPING,2011,8220338
62,KIDNAPPING,2015,40391274
62,KIDNAPPING,2016,10591449
62,KIDNAPPING,2018,11226166
62,LIQUOR LAW VIOLATION,2002,19044270
62,LIQUOR LAW VIOLATION,2003,5401531
62,LIQUOR LAW VIOLATION,2004,3346983
62,LIQUOR LAW VIOLATION,2005,16323470
62,LIQUOR LAW VIOLATION,2006,10051715
62,LIQUOR LAW VIOLATION,2007,11299516
62,LIQUOR LAW VIOLATION,2008,31519631
62,LIQUOR LAW VIOLATION,2009,35479541
62,LIQUOR LAW VIOLATION,2010,22625185
62,LIQUOR LAW VIOLATION,2011,33155625
62,LIQUOR LAW VIOLATION,2012,43992225
62,LIQUOR LAW VIOLATION,2013,18530573
62,LIQUOR LAW VIOLATION,2015,10078358
62,LIQUOR LAW VIOLATION,2018,22582040
62,MOTOR VEHICLE THEFT,2001,5073804
62,MOTOR VEHICLE THEFT,2002,240618201
62,MOTOR VEHICLE THEFT,2003,333103214
62,MOTOR VEHICLE THEFT,2004,380061821
62,MOTOR VEHICLE THEFT,2005,456101088
62,MOTOR VEHICLE THEFT,2006,665540467
62,MOTOR VEHICLE THEFT,2007,386709036
62,MOTOR VEHICLE THEFT,2008,482550624
62,MOTOR VEHICLE THEFT,2009,596995977
62,MOTOR VEHICLE THEFT,2010,806853703
62,MOTOR VEHICLE THEFT,2011,716814409
62,MOTOR VEHICLE THEFT,2012,817451598
62,MOTOR VEHICLE THEFT,2013,818967696
62,MOTOR VEHICLE THEFT,2014,620596738
62,MOTOR VEHICLE THEFT,2015,608823410
62,MOTOR VEHICLE THEFT,2016,666629417
62,MOTOR VEHICLE THEFT,2017,602354090
62,MOTOR VEHICLE THEFT,2018,191373542
62,NARCOTICS,2002,114211098
62,NARCOTICS,2003,309657602
62,NARCOTICS,2004,271875552
62,NARCOTICS,2005,294591596
62,NARCOTICS,2006,489420210
62,NARCOTICS,2007,714254803
62,NARCOTICS,2008,580434656
62,NARCOTICS,2009,553270277
62,NARCOTICS,2010,665655732
62,NARCOTICS,2011,649601448
62,NARCOTICS,2012,736729445
62,NARCOTICS,2013,699198756
62,NARCOTICS,2014,453868351
62,NARCOTICS,2015,507026904
62,NARCOTICS,2016,179077679
62,NARCOTICS,2017,209397448
62,NARCOTICS,2018,101236297
62,OBSCENITY,2005,4431807
62,OBSCENITY,2008,6478093
62,OBSCENITY,2010,9491456
62,OBSCENITY,2011,7896849
62,OBSCENITY,2016,32003283
62,OBSCENITY,2017,11119962
62,OFFENSE INVOLVING CHILDREN,2001,7607721
62,OFFENSE INVOLVING CHILDREN,2002,26339387
62,OFFENSE INVOLVING CHILDREN,2003,39103759
62,OFFENSE INVOLVING CHILDREN,2004,78279171
62,OFFENSE INVOLVING CHILDREN,2005,37994718
62,OFFENSE INVOLVING CHILDREN,2006,44734067
62,OFFENSE INVOLVING CHILDREN,2007,103634257
62,OFFENSE INVOLVING CHILDREN,2008,51259566
62,OFFENSE INVOLVING CHILDREN,2009,88280628
62,OFFENSE INVOLVING CHILDREN,2010,96529249
62,OFFENSE INVOLVING CHILDREN,2011,90254185
62,OFFENSE INVOLVING CHILDREN,2012,122090601
62,OFFENSE INVOLVING CHILDREN,2013,64976574
62,OFFENSE INVOLVING CHILDREN,2014,39922338
62,OFFENSE INVOLVING CHILDREN,2015,71371494
62,OFFENSE INVOLVING CHILDREN,2016,95788974
62,OFFENSE INVOLVING CHILDREN,2017,44085266
62,OFFENSE INVOLVING CHILDREN,2018,78898849
62,OTHER OFFENSE,2001,2929619
62,OTHER OFFENSE,2002,178245128
62,OTHER OFFENSE,2003,301689434
62,OTHER OFFENSE,2004,406552846
62,OTHER OFFENSE,2005,423277870
62,OTHER OFFENSE,2006,512346011
62,OTHER OFFENSE,2007,507050126
62,OTHER OFFENSE,2008,682443204
62,OTHER OFFENSE,2009,590617761
62,OTHER OFFENSE,2010,518136215
62,OTHER OFFENSE,2011,969866138
62,OTHER OFFENSE,2012,530639639
62,OTHER OFFENSE,2013,631185922
62,OTHER OFFENSE,2014,611379170
62,OTHER OFFENSE,2015,617413682
62,OTHER OFFENSE,2016,708009817
62,OTHER OFFENSE,2017,770453531
62,OTHER OFFENSE,2018,349005795
62,PROSTITUTION,2003,2773519
62,PROSTITUTION,2004,6922302
62,PROSTITUTION,2005,3997412
62,PROSTITUTION,2008,13040028
62,PROSTITUTION,2015,10107773
62,PUBLIC INDECENCY,2016,10677020
62,PUBLIC PEACE VIOLATION,2002,9130618
62,PUBLIC PEACE VIOLATION,2003,13691847
62,PUBLIC PEACE VIOLATION,2004,55798151
62,PUBLIC PEACE VIOLATION,2005,50839793
62,PUBLIC PEACE VIOLATION,2006,102241952
62,PUBLIC PEACE VIOLATION,2007,145275628
62,PUBLIC PEACE VIOLATION,2008,126859573
62,PUBLIC PEACE VIOLATION,2009,146695400
62,PUBLIC PEACE VIOLATION,2010,158289845
62,PUBLIC PEACE VIOLATION,2011,129063444
62,PUBLIC PEACE VIOLATION,2012,164066574
62,PUBLIC PEACE VIOLATION,2013,83972067
62,PUBLIC PEACE VIOLATION,2014,184075162
62,PUBLIC PEACE VIOLATION,2015,182911435
62,PUBLIC PEACE VIOLATION,2016,73468238
62,PUBLIC PEACE VIOLATION,2017,43912754
62,ROBBERY,2002,101262421
62,ROBBERY,2003,157715355
62,ROBBERY,2004,183043634
62,ROBBERY,2005,178178711
62,ROBBERY,2006,184348915
62,ROBBERY,2007,155990171
62,ROBBERY,2008,418011899
62,ROBBERY,2009,382204462
62,ROBBERY,2010,496036334
62,ROBBERY,2011,548043237
62,ROBBERY,2012,540526933
62,ROBBERY,2013,395515393
62,ROBBERY,2014,386221847
62,ROBBERY,2015,498805569
62,ROBBERY,2016,635289227
62,ROBBERY,2017,693154090
62,ROBBERY,2018,145938582
62,SEX OFFENSE,2002,15602521
62,SEX OFFENSE,2003,18646382
62,SEX OFFENSE,2004,35464304
62,SEX OFFENSE,2005,48933229
62,SEX OFFENSE,2006,34341863
62,SEX OFFENSE,2007,40115498
62,SEX OFFENSE,2008,44939749
62,SEX OFFENSE,2009,28205514
62,SEX OFFENSE,2010,75649788
62,SEX OFFENSE,2011,48930910
62,SEX OFFENSE,2012,60479845
62,SEX OFFENSE,2013,73789545
62,SEX OFFENSE,2014,69616689
62,SEX OFFENSE,2015,81890869
62,SEX OFFENSE,2016,31807352
62,SEX OFFENSE,2017,66583025
62,SEX OFFENSE,2018,11291508
62,STALKING,2003,6074901
62,STALKING,2004,3206753
62,STALKING,2005,3897488
62,STALKING,2006,4976070
62,STALKING,2007,11206366
62,STALKING,2009,7147617
62,STALKING,2010,7575559
62,STALKING,2011,8230102
62,STALKING,2012,43532682
62,STALKING,2013,8953088
62,STALKING,2016,10687335
62,STALKING,2017,11070168
62,THEFT,2001,18258263
62,THEFT,2002,814278124
62,THEFT,2003,1183794461
